id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName,placeOfBirth,secondNationality,secondNationalityId
akiwokthm1z7rbifshqhs24t1,Pierre,Dahlin Larsen,Pierre,Larsen,P. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1994-07-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,both,10.0,active,no,Pierre Larsen,NaN,NaN,NaN
am3509ake84cde1xhb9264i22,Marcus,Mustac Gudmann,Marcus,Gudmann,M. Gudmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-02-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
bmvcofmie6om4muxij4kdkro4,Ifenna,Dorgu,NaN,NaN,I. Dorgu,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-08-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,27.0,active,yes,NaN,NaN,NaN,NaN
bnqw3m446pe19tgmnv2jcoatx,Nicklas,Pedersen,Nicklas,Pedersen,N. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1987-10-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,76.0,right,NaN,active,yes,NaN,Køge,NaN,NaN
buaka9pirc7bjhvtlexe6ojdg,Lennart,Kragh,NaN,NaN,L. Kragh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1987-06-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
cptyf0icqfjv8wm49pcy0uw44,Janus,Rex Seehusen,NaN,NaN,J. Seehusen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-01-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
d2otdesf6fxo0zjmrenoi074k,Durmus,Efe Bayrak,NaN,NaN,D. Bayrak,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-12-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
d2ukggo2v5jsw4pctznmaijo4,Alfred,Gøthler,NaN,NaN,A. Gøthler,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,29.0,active,yes,NaN,NaN,NaN,NaN
d8zder7jh6spg9gt9z1hewoic,Tobias,Heidmann Pedersen,NaN,NaN,T. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-02-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,20.0,active,no,NaN,NaN,NaN,NaN
dqqswfn9s1tdxjoslts8ks6xg,Berkant,Bayrak,NaN,NaN,B. Bayrak,Türkiye,6kd6webenogylfgwt2aa9l6vx,Goalkeeper,player,2005-01-28,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN
e0u730to91qqtvvx16uhajz10,Saman,Jalaei,NaN,NaN,S. Jalaei,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,170.0,NaN,NaN,32.0,active,yes,NaN,NaN,Iran,e53g9hr2d3kasm34uumbg8r4
e2aqcawslcbpp88nia8eko2y1,Joachim,Juhl Rothmann,Joachim,Rothmann,J. Rothmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN
etv86c76faputyvch964nju38,Lukas,Schmidt,NaN,NaN,L. Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-02-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,26.0,active,yes,NaN,NaN,NaN,NaN
wp2346fam5l8qou27jvrxpg4,Yahyie,Shirzai,NaN,NaN,Yahyie Shirzai,Afghanistan,6xne7xe59eujck02uovziom7p,Defender,player,2005-05-22,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN
1n4eldqa7h9jvcx1693zqu06i,Tobias,Arndal,Tobias,Arndal,T. Arndal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-09-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,79.0,right,8.0,active,yes,NaN,Odense,NaN,NaN
2p4mbqt7hvjz5frre6b3nppl,Christian,Lønstrup,Christian,Lonstrup,C. Lønstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1971-04-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,NaN,NaN,NaN,active,yes,NaN,Gentofte,NaN,NaN
2tcdx5rp7vujnlid4oqqxdogk,Marinus,Due Grandt,NaN,NaN,M. Due Grandt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
3bf4r3xgrs0ttlhgzb93as5t6,Mads,Høyer Julø,NaN,NaN,M. Julø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1998-03-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
3epwf56ozg73hueacwmckk0r9,Sebastian,Pingel,Sebastian,Pingel,S. Pingel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1993-05-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,81.0,active,yes,NaN,NaN,NaN,NaN
3rok7i8nrt4yzx2melj4qiuqc,Solomon,Opoku,NaN,NaN,S. Opoku,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN
4a6emqle5148kxvcragef8ez9,Rasmus Jeppe,Minor Petersen,Rasmus,Minor Petersen,R. Petersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1988-09-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,94.0,left,29.0,active,yes,NaN,Svendborg,NaN,NaN
4csz412vb3lquessbnf999ct0,Adam,Ahmad,NaN,NaN,A. Ahmad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-06-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN
4jffzt29zh209d3xsqw6xdb3e,Filip,Panjeskovic,Filip,Panjeskovic,F. Panjeskovic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-01-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,27.0,active,yes,NaN,NaN,NaN,NaN
56owszkppkee93e4vwtezmg44,Hjalte,Just Dalsgaard,NaN,NaN,H. Dalsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-04-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,right,30.0,active,yes,NaN,Hillerød,NaN,NaN
5dlh0fa9yo6z283w9p58xmnoq,Nicklas Bjerre,Schmidt,NaN,NaN,N. Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-11-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN
5i6n6yne6fh410vk7p7kkokmi,Gregers,Arndal-Lauritzen,Gregers,Arndal-Lauritzen,G. Arndal-Lauritzen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,80.0,left,4.0,active,yes,NaN,NaN,NaN,NaN
5p4ogf7v6mh2dx5xotbr54ro4,Johannes,Houborg,NaN,NaN,J. Houborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-12-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
5z7y55t2o577r8ki3i5855as,Jonathan,Witt,NaN,NaN,J. Witt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-12-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN
6syvcq2uvup9v54ql4pl1s5pl,Ovays,Azizi,Ovays,Azizi,Ovays Azizi,Afghanistan,6xne7xe59eujck02uovziom7p,Goalkeeper,player,1992-01-29,Afghanistan,6xne7xe59eujck02uovziom7p,190.0,NaN,right,1.0,active,yes,Ovays Azizi,Herat,Denmark,5adf60vwiw2f2mibyq1k4ex7i
73zwo9lvgzvri6s5gp34b2hnt,Ahmed,Hassan Ahmad,NaN,NaN,A. Hassan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-01-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,NaN,NaN,16.0,active,no,NaN,NaN,NaN,NaN
7l7f98nn8gohmdacsdb2labkk,Alessio,Alicino,NaN,NaN,A. Alicino,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-10-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,both,34.0,active,yes,NaN,NaN,NaN,NaN
85s00xohkxaor9nmp7s17qwa1,Asger,Højmark-Jensen,NaN,NaN,A. Højmark-Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1995-10-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,23.0,active,no,NaN,NaN,NaN,NaN
8gqvlydur0v4cpmz1ozqkejh0,Marco,Bruhn,NaN,NaN,M. Bruhn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-11-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,90.0,active,yes,NaN,NaN,NaN,NaN
8qz0rnws9m4fya37kzvdnsi6s,Jonatan Marvin,Rindom,NaN,NaN,J. Rindom,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-10-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,70.0,active,yes,NaN,NaN,NaN,NaN
9350utk4onh2hv5jznxqpkd7t,Rasmus,Kawiecky Møller,NaN,NaN,R. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
9emem7oh2302y6ojbmd5m67mc,Victor,Mohr,NaN,NaN,V. Mohr,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-08-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,NaN,right,24.0,active,no,NaN,NaN,NaN,NaN
9h6c9ue598hllcri39erjitqs,William,Lykke,William,Lykke,W. Lykke,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-09-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,38.0,active,yes,NaN,NaN,NaN,NaN
9lsylzgf7e3i5zb0fshnxo6xg,Simon,Friis Sharif,NaN,NaN,S. Sharif,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN
antm5oo1jm123zizf3gwjzt2h,Essam,Salamoun,NaN,NaN,E. Salamoun,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-12-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,22.0,active,no,NaN,NaN,NaN,NaN
bgd377c7d3jfjd3yo3e02f0iy,Valdemar,Schousboe,Valdemar,Schousboe,V. Schousboe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-08-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,9.0,active,yes,NaN,NaN,NaN,NaN
bop31qof3lon7u6rvmb68ktzp,Markus,Strøm Bay,NaN,NaN,M. Bay,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-02-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,19.0,active,yes,NaN,Brøndby,NaN,NaN
bpldj4qdzfdm1n739atcadbmc,Berzan,Kücükylidiz,NaN,NaN,B. Kücükylidiz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-10-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,20.0,active,yes,NaN,NaN,NaN,NaN
btxki9aj7wbzk8ridshh87uju,Mathias,Juul Kisum,NaN,NaN,M. Kisum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-05-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,10.0,active,yes,NaN,NaN,NaN,NaN
e53x85cl6m94gvp593p1ddjpw,Mads-Emil,Langberg,Mads-Emil,Langberg,M. Langberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-02-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,28.0,active,no,NaN,NaN,NaN,NaN
efy4jghg9hh8jtqdczhxsgvai,Anton Mikael Kühl Underbjerg,Pedersen,NaN,NaN,A. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-06-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
elsygne5tjybbxrqgehtovnro,Lucas,Bøje-Larsen,NaN,NaN,L. Bøje-Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
mvsf89bc3bmb24sgheuy8hsk,Matin Majid,Al-Atlassi,NaN,NaN,M. Al-Atlassi,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-08-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,13.0,active,no,NaN,NaN,NaN,NaN
uiyol728wan4mxco2foplknp,Adrian,Rúnason Justinussen,Adrian,Justinussen,A. Justinussen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Midfielder,player,1998-07-21,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
14s6gnwtyhhe9df6czc8mip78,Adis,Hadzimujic,NaN,NaN,A. Hadzimujic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
16ti31sz3otifak7151bru3v8,Daniel,Veiby Held,Daniel,Held,D. Held,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-03-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,77.0,left,34.0,active,yes,NaN,NaN,NaN,NaN
1f510mbuc4i1mmshqlgim5u6s,Oliver,Harbo Overgaard,NaN,NaN,O. Overgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,24.0,active,yes,NaN,NaN,NaN,NaN
1xcf8y3egy8j0g2c6xkcx6o6h,Frederik,Mortensen,NaN,NaN,F. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-10-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,77.0,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
3qjm9ada1em0wt6ti5l352q96,Frederik,Elkær,Frederik,Elkaer,F. Elkær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-12-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,23.0,active,no,NaN,NaN,NaN,NaN
4c9cr7oxmbe87rr1yb4dt1p1w,Lukas,Sneftrup Christensen,NaN,NaN,L. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-12-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,28.0,active,yes,NaN,NaN,NaN,NaN
4krwgfspxdgpq1pli11b04iga,Muamer,Brajanac,Muamer,Brajanac,M. Brajanac,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-02-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,NaN,right,10.0,active,no,NaN,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer
4ri26wiqeesjbca6tpuw67ai,Soumaïla,Ouattara,Soumaila,Ouattara,S. Ouattara,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,1995-07-04,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,NaN,NaN,right,5.0,active,yes,NaN,NaN,NaN,NaN
5jyv1dctfxa6335l1mlifwavo,Mikkel,Boye,NaN,NaN,M. Boye,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-04-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,NaN,right,40.0,active,yes,NaN,NaN,NaN,NaN
6bv0j0ezhh9u5u5hqz64p790q,Marius Haudrum,Jacobsen,Marius,Haudrum Jacobsen,M. Jacobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN
8gdfn7j6xac9p4jh94hk40jdg,Jesper,Cornelius,NaN,NaN,J. Cornelius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-06-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN
8iodn9a5r7pk47uqcx67i7i8k,Jens Sebastian,Beraque Rasmussen,Sebastian,Rasmussen,S. Beraque,Philippines,2bn52u7dpgfatwqumx224cczx,Attacker,player,2002-06-17,Philippines,2bn52u7dpgfatwqumx224cczx,NaN,NaN,NaN,15.0,active,yes,NaN,Aarhus,NaN,NaN
8nav5b7f3g14uh4iethwpirit,Jacob,Tjørnelund,Jacob,Tjørnelund,J. Tjørnelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-12-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,78.0,right,4.0,active,no,NaN,NaN,NaN,NaN
8q8yol44e42o9hwttlopznvh0,Max,Nielsen,NaN,NaN,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-10-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,22.0,active,yes,NaN,NaN,NaN,NaN
8wql45w71t7ifmk62r4zsca38,Rasmus Frank,Johansen,NaN,NaN,R. Johansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-03-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,26.0,active,yes,NaN,NaN,NaN,NaN
9b89pmcjk6re94bjp0ixeatjo,Frederik Rasmus,Christensen,NaN,NaN,F. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-01-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,NaN,right,9.0,active,yes,NaN,NaN,NaN,NaN
az9x5coo3hl4qkt16x24pp5re,Moubarack,Compaoré,Moubarack,Compaoré,M. Compaoré,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,2002-09-24,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,178.0,NaN,NaN,20.0,active,yes,NaN,NaN,NaN,NaN
b20lp3ufi88q4pckp39hsjbsa,Jonathan,Frost Fischer,Jonathan,Fischer,J. Fischer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-11-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,16.0,active,no,NaN,NaN,NaN,NaN
beu3ypladd5dexnm9x946kjkk,Alexander,Nathan,NaN,NaN,A. Nathan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-03-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
bgk8lqv11jhwxo5m1rjlfdz4k,William Ansgar,Smith Tønning,William Ansgar,Smith Tønning,W. Tønning,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-05-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,NaN,right,73.0,active,no,NaN,Slagelse,Canada,1iaoypzp6syf32cz9l15pzp7e
bp232fgjrfyok2471ec7u1tcl,Mathias,Laustrup Kristensen,Mathias,Kristensen,M. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-03-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,77.0,right,11.0,active,yes,Mathias Kristensen,NaN,NaN,NaN
bpoqmt2dwwsm57vdfrm9stvro,Laurits,Nørby,NaN,NaN,L. Nørby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,50.0,active,yes,NaN,NaN,NaN,NaN
byo84y6tes11u0ug2gg971yzu,Christopher,Bobber Elgaard Møller,Christopher,Moller,C. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2003-04-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN
cflwegqpzch8y30pb3dhigqnd,Emil,Søgaard Jensen,NaN,NaN,E. Søgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-11-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN
cuufy3ioo1kio56er2cfn0mqc,Mads,Lautrup Freundlich,NaN,NaN,M. Freundlich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-03-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,33.0,active,yes,NaN,NaN,NaN,NaN
d15dtwvizu35wrpgviagx54b8,Konrad,Lyngø Gaardsøe,NaN,NaN,K. Lyngø Gaardsøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-07-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
dg41tes6yfdqktd9rzi7mq3h0,Jens,Justesen,NaN,NaN,J. Justesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-09-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
dks42ixnh6n3utbuqmovk3a50,Abdoul Said Razack,Yoda,Abdoul,Yoda,A. Yoda,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Midfielder,player,2000-12-20,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,182.0,75.0,NaN,21.0,active,yes,NaN,NaN,NaN,NaN
dppuijohq1dfgwzfs2u1lynkl,Simon,Skov Jakobsen,Simon,Jakobsen,S. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-11-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,86.0,NaN,2.0,active,yes,NaN,Silkeborg,NaN,NaN
dwuxps3jv2852642q000wep6,Villads,Rasmussen,NaN,NaN,V. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-11-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
dxv40hh07gxq4hn0i6dwb2l4a,Andreas,Søndergaard,Andreas,Söndergaard,A. Søndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-01-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,1.0,active,yes,NaN,NaN,NaN,NaN
e19g5bz7s9wqcvj8mttztxi0a,Oliver Augustus,Sparre Klitten,Oliver,Klitten,O. Klitten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN
ea2x4o6ufsqoz2zz7tqcnvo16,Lukas,Sparre Klitten,Lukas,Klitten,L. Klitten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,70.0,left,27.0,active,yes,NaN,Aalborg,NaN,NaN
ebd3uvtt54wkdsahc2127j02c,Frederik,Dietz Nielsen,NaN,NaN,F. Dietz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,13.0,active,yes,NaN,NaN,NaN,NaN
efubck8twu1elbhlomltnjjtg,Richmond,Gyamfi,NaN,NaN,R. Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-09-09,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,19.0,active,yes,NaN,NaN,NaN,NaN
ew927mi250fb7j5nf7scu16fp,Martin,Thomsen,NaN,NaN,M. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1982-08-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,84.0,NaN,NaN,active,yes,NaN,Hobro,NaN,NaN
iygkwt0uv3gt899wmlbwc296,Laurs,Østerby Skjellerup,Laurs,Skjellerup,L. Skjellerup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-08-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,NaN,right,9.0,active,no,NaN,NaN,NaN,NaN
k3qdvvg6cmatp55ivsa9714a,Christian,Brøgger Hørby,Christian,Hørby,C. Hørby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-03-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
lu9bber07etravimh00k745x,Jesper,Bøge Pedersen,Jesper,Bøge,J. Bøge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-02-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,70.0,right,3.0,active,yes,NaN,NaN,NaN,NaN
